,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
1404,8.0,92673,1,2,63,2012,1262,1046,500000.0,4.0,4,1,9,10,13,16.8,146.0,133,365.0,1497.0,4.0,4.0,8.0,32.0,51.37463617,12.45229249,1.0,1.0,4440.0,1695.0,1485.0,2550,1478.635627,1479.284494,1090.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,18.0,4.0,506.0,15.0,0,4916.3,6733.0
1405,7.0,79000,0,2,203,2014,4634,703,4100000.0,2.0,1,0,9,10,13,11.3,619.0,138,431.0,2987.0,6.0,4.0,3.0,4.0,136.0,17.7,5.0,1.0,5120.0,2141.0,1850.0,3075,1655.0,1675.0,2535.0,1670.523356,7,9.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,7.9,26.0,5.0,680.0,19.0,0,2654.8,3732.0
1407,8.0,77130,0,1,295,2018,6403,1225,795000.0,2.0,4,0,9,10,13,17.8,140.0,138,70.0,1496.0,4.0,4.0,3.0,30.0,51.37463617,12.45229249,1.0,1.0,4425.0,1730.0,1495.0,2550,1478.635627,1479.284494,1211.483843,1580.0,7  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,31.0,4.0,476.0,15.66402379,0,4305.5,6135.0
1408,7.0,45000,0,1,50,2017,7354,290,775000.0,2.0,4,0,9,10,13,14.7,149.0,14,396.0,1496.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,6,12.0,5.0,1.0,5.3,22.0,7.0,171.43,12.51,26.0,5.0,352.0,15.66402379,0,4620.69,6631.0
1409,2.0,27025,0,2,157,2017,6782,2077,745000.0,5.0,4,0,9,10,13,19.56,113.0,57,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,1211.483843,1360.0,CVT,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,0,4281.8,6132.0
1410,7.0,105153,1,1,107,2019,7110,1159,1125000.0,5.0,4,1,9,10,13,16.1,178.9265066,138,302.8278425,1353.0,4.0,4.0,3.0,41.0,51.37463617,12.45229249,5.0,1.0,4315.0,1800.0,1645.0,2610,1478.635627,1479.284494,1445.0,1670.523356,6-,1.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.8,26.0,5.0,433.0,17.0,0,3301.893989,6134.0
1411,7.0,70509,1,1,147,2016,3801,1876,1030000.0,2.0,1,1,9,10,13,16.0,330.0,14,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1840.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,15.66402379,0,2901.893989,3881.0
1412,2.0,11662,0,2,238,2020,7433,24,582000.0,6.0,4,0,9,10,13,22.0,91.0,116,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,750.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,279.0,15.66402379,0,4351.893989,5631.0
1413,2.0,36176,1,1,77,2018,5604,104,615000.0,5.0,4,1,9,10,13,18.9,178.9265066,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1120.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,15.66402379,0,4081.86,6146.0
1414,2.0,74342,0,2,66,2015,1340,160,560000.0,5.0,4,0,9,10,13,19.0,110.0,110,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1066.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6133.0
1415,2.0,89837,1,1,157,2016,3968,184,710000.0,4.0,1,1,9,10,13,27.39,190.0,116,220.0,1248.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,985.0,1430.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,0,2101.893989,4134.0
1416,2.0,11912,1,2,179,2015,7084,1806,535000.0,4.0,4,1,9,10,13,21.21,113.0,138,449.0,1197.0,4.0,4.0,3.0,53.0,32.0,12.45229249,1.0,1.0,3840.0,1735.0,1530.0,2450,1530.0,1530.0,1211.483843,1315.0,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,5.0,268.0,15.66402379,0,4281.8,6167.0
1417,2.0,55544,1,2,179,2012,4204,1764,446000.0,4.0,1,1,9,10,13,22.9,190.0,110,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3850.0,1695.0,1530.0,2430,1485.0,1495.0,1060.0,1505.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.75,26.0,5.0,232.0,14.0,0,2101.893989,4131.0
1418,7.0,27027,0,1,50,2019,6088,291,1018000.0,2.0,4,0,9,10,13,14.8,150.0,138,396.0,1497.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,6,12.0,5.0,6.0,5.3,22.0,7.0,171.43,12.51,26.0,4.0,352.0,16.0,0,4621.36,6632.0
1419,8.0,56363,0,1,63,2017,1217,2096,840000.0,6.0,4,0,9,10,13,18.0,145.0,116,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,0,4717.3,6731.0
1420,8.0,42094,1,2,86,2016,1842,420,654000.0,2.0,4,1,9,10,13,17.01,154.9,86,450.0,1591.0,4.0,4.0,3.0,49.0,84.0,10.5,1.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1250.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,4.0,465.0,15.66402379,0,4321.3,6434.0
1421,7.0,114912,1,1,107,2019,7110,1159,1125000.0,2.0,4,1,9,10,13,16.1,178.9265066,138,302.8278425,1353.0,4.0,4.0,3.0,41.0,51.37463617,12.45229249,5.0,1.0,4315.0,1800.0,1645.0,2610,1478.635627,1479.284494,1445.0,1670.523356,6-,1.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.8,26.0,5.0,433.0,17.0,0,3301.893989,6134.0
1424,8.0,69798,1,2,87,2014,1873,97,475000.0,2.0,4,1,9,10,13,19.1,114.0,116,320.0,1197.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,1.0,1.0,3995.0,1660.0,1520.0,2425,1479.0,1493.0,1160.0,1670.523356,5,13.0,5.0,6.0,5.01860252,6.0,7.0,174.018972,14.2,13.0,4.0,407.0,15.66402379,0,4101.893989,6131.0
1425,2.0,69000,1,2,89,2010,1586,1643,310000.0,2.0,4,1,9,10,13,20.36,111.8,110,228.0,1197.0,4.0,4.0,3.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,960.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,0,4078.9,6132.0
1427,8.0,57527,0,2,86,2017,5962,921,1085000.0,2.0,1,0,9,10,13,22.0,178.9265066,39,426.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4440.0,1729.0,1475.0,2600,1478.635627,1479.284494,1285.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,4.0,480.0,16.0,0,3126.2,4160.0
1428,2.0,57367,1,1,47,2015,5469,187,475000.0,2.0,1,1,9,10,13,20.5,209.0,128,334.0,1248.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,3989.0,1687.0,1525.0,2510,1478.635627,1479.284494,1173.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.6,5.0,5.0,280.0,15.66402379,0,2091.7,4133.0
1429,2.0,50936,1,2,184,2015,4309,1273,406000.0,5.0,4,1,9,10,13,20.51,90.0,138,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,870.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,0,3567.04,6365.0
1431,2.0,66596,0,1,160,2016,3994,1821,445000.0,2.0,4,0,8,10,13,23.1,90.0,86,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3715.0,1635.0,1565.0,2425,1420.0,1410.0,845.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,0,3567.04,6135.0
1432,7.0,36613,1,1,147,2016,3806,1864,1382000.0,2.0,1,1,9,10,13,16.0,330.0,116,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1915.0,2510.0,6,9.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,17.0,0,2901.893989,3881.0
1433,8.0,74104,1,1,180,2015,4210,1806,601000.0,5.0,4,1,9,10,13,20.85,115.0,138,291.0,1197.0,4.0,4.0,3.0,49.0,29.0,11.0,1.0,1.0,3995.0,1695.0,1555.0,2430,1485.0,1495.0,945.0,1415.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.6,26.0,4.0,320.0,15.66402379,0,4083.14,6135.0
1434,2.0,6777,1,1,81,2022,7459,1640,594000.0,6.0,4,1,9,10,13,20.3,99.0,138,29.0,1086.0,4.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3610.0,1645.0,1560.0,2400,1463.0,1481.0,1050.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,235.0,15.66402379,0,3587.038208,5633.0
1435,7.0,14560,1,1,50,2020,7352,289,960000.0,2.0,4,1,9,10,13,15.9,149.0,138,396.0,1496.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1246.0,1670.523356,5,12.0,5.0,1.0,5.3,22.0,7.0,174.018972,12.79590584,26.0,5.0,352.0,15.66402379,0,4620.69,6632.0
1437,8.0,90333,0,2,63,2015,1285,2096,729000.0,2.0,4,0,9,10,13,18.0,145.0,116,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,0,4717.3,6733.0
1438,7.0,50114,0,1,218,2019,6272,951,3575000.0,2.0,4,0,9,10,13,16.6,280.0,9,344.0,1998.0,4.0,4.0,3.0,49.0,0.0,12.45229249,5.0,1.0,4299.0,1822.0,1557.0,2595,1534.0,1559.0,1535.0,2050.0,8,9.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,7.5,26.0,5.0,450.0,18.0,0,1539.08,6141.0
1439,7.0,69301,1,1,183,2017,4300,2024,962000.0,2.0,1,1,9,10,13,24.3,200.0,116,218.0,1248.0,4.0,4.0,3.0,6.0,13.0,12.45229249,5.0,1.0,3995.0,1790.0,1640.0,2500,1478.635627,1479.284494,1200.0,1680.0,5,12.0,5.0,6.0,5.2,22.0,7.0,172.0,12.36,26.0,5.0,328.0,16.0,0,1838.5,4134.0
1440,2.0,71306,1,1,238,2021,7431,26,450000.0,2.0,4,1,9,10,13,21.74,91.0,9,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,279.0,15.66402379,0,4351.893989,5632.0
1441,2.0,35135,0,1,157,2019,6780,837,849000.0,5.0,4,0,9,10,13,19.56,113.0,104,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,1211.483843,1360.0,CVT,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,0,4281.8,6134.0
1442,2.0,40561,1,1,175,2016,4137,1235,535000.0,5.0,1,1,8,10,13,23.2,190.0,138,221.0,1248.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,3775.0,1680.0,1620.0,2360,1470.0,1480.0,1100.0,1520.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.0,26.0,5.0,236.0,15.66402379,0,2073.94,4167.0
1443,2.0,90000,1,1,90,2012,1641,150,435000.0,2.0,4,1,9,10,13,17.0,178.9265066,14,278.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3940.0,1710.0,1505.0,"2,525",1505.0,1503.0,1050.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,3620.882197,5418.155665
1444,2.0,60000,0,2,66,2017,5979,161,685000.0,2.0,4,0,9,10,13,19.0,110.0,57,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1066.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6165.0
1445,7.0,30000,0,1,21,2019,6367,2141,5750000.0,2.0,1,0,9,10,13,16.55,400.0,138,412.0,1995.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4708.0,1891.0,1676.0,2864,1620.0,1636.0,1690.0,1670.523356,8,9.0,5.0,6.0,5.01860252,5.0,2.0,213.0,8.0,26.0,5.0,485.0,15.66402379,0,2687.7,4132.0
1446,7.0,60000,1,2,236,2016,5045,772,730000.0,5.0,1,1,9,10,13,19.87,200.0,14,465.0,1461.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4315.0,1822.0,1695.0,2673,1560.0,1567.0,1200.0,1777.0,5 speed,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.9,26.0,5.0,475.0,16.0,0,1833.8,3884.0
1447,7.0,102000,1,1,147,2015,3807,1863,1145000.0,2.0,1,1,9,10,13,16.0,330.0,138,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,2010.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,17.0,0,2901.893989,3885.0
1449,8.0,85300,0,2,3,2009,33,435,1075000.0,2.0,4,0,9,10,13,12.3,22.9,138,278.0,1781.0,4.0,5.0,3.0,49.0,51.37463617,12.45229249,1.0,2.0,4586.0,1772.0,1427.0,"2,642",1522.0,1522.0,1470.0,1520.0,7,12.0,5.0,6.0,5.01860252,22.0,7.0,228.0,12.79590584,26.0,4.0,402.7427254,16.0,0,3620.882197,5416.155665
1450,8.0,32483,0,2,86,2017,1786,417,849000.0,5.0,4,0,9,10,13,17.01,154.9,110,450.0,1591.0,4.0,4.0,3.0,49.0,84.0,10.5,1.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1211.483843,1670.523356,4,12.0,5.0,6.0,5.01860252,6.0,7.0,174.018972,10.5,13.0,4.0,465.0,16.0,0,4321.3,6460.0
1451,2.0,34376,1,1,90,2018,5694,72,749000.0,5.0,4,1,9,10,13,18.6,114.7,9,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,16.0,0,4081.83,6133.0
1452,7.0,36540,1,1,73,2017,5362,419,872000.0,5.0,4,1,9,10,13,15.29,151.0,116,450.0,1591.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1300.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,15.66402379,0,4971.3,6540.0
1453,2.0,148625,1,2,90,2011,8988,121,306000.0,2.0,4,1,9,10,13,17.0,178.9265066,116,278.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3940.0,1710.0,1505.0,"2,525",1505.0,1503.0,1120.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,3620.882197,5448.155665
1454,8.0,81000,0,4,4,2013,58,645,995000.0,5.0,1,0,9,10,13,14.57,500.0,57,431.0,2967.0,6.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4915.0,2086.0,1455.0,2912,1627.0,1618.0,1795.0,2330.0,8,9.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,6.1,26.0,4.0,530.0,17.0,0,3491.38,4608.0
1455,2.0,5609,1,2,89,2013,1567,1096,348000.0,5.0,4,1,8,10,13,19.81,99.04,138,265.0,1086.0,4.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,860.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.3,13.0,5.0,225.0,15.66402379,0,4568.05,5667.0
1456,8.0,37000,0,1,1,2019,5738,700,2425000.0,5.0,4,0,9,10,13,19.2,250.0,9,391.0,1395.0,4.0,4.0,3.0,23.0,131.0,12.45229249,5.0,1.0,4458.0,1796.0,1416.0,2637,1555.0,1526.0,1211.483843,1670.523356,7,12.0,5.0,6.0,5.01860252,22.0,2.0,174.018972,8.2,26.0,4.0,425.0,16.0,0,3601.893989,6108.0
1459,2.0,30285,0,2,238,2018,5641,1,417000.0,5.0,4,0,9,10,13,24.04,91.0,116,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,710.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,159.4,17.44,26.0,5.0,300.0,15.66402379,0,4351.893989,5664.0
1460,8.0,80153,1,2,305,2011,2011,1024,399000.0,5.0,1,1,9,10,13,20.54,250.0,138,203.0,1598.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4384.0,1699.0,1466.0,2552,1478.635627,1479.284494,1220.0,1760.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,480.0,15.0,0,2603.6,4534.0
1461,2.0,49641,0,1,77,2016,1523,864,541000.0,2.0,4,0,9,10,13,18.9,114.0,86,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,4,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,0,4101.893989,6167.0
1462,2.0,83075,0,2,157,2016,3964,83,568000.0,2.0,4,0,9,10,13,21.4,115.0,116,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,910.0,1360.0,CVT,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,0,4083.1,6136.0
1463,2.0,45677,1,1,157,2018,3969,175,730000.0,2.0,4,1,9,10,13,21.4,115.0,110,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,0,4083.1,6134.0
1464,2.0,81849,1,1,160,2017,6049,1841,446000.0,2.0,4,1,8,10,13,23.1,90.0,138,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3695.0,1600.0,1560.0,2425,1420.0,1410.0,830.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,0,3567.04,6135.0
1465,2.0,67791,1,2,179,2015,4165,2020,638000.0,2.0,1,1,9,10,13,25.2,190.0,116,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1475.0,1485.0,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,155.0,14.8,19.0,5.0,204.0,15.0,0,2101.893989,4135.0
1467,2.0,65015,1,1,90,2018,5701,73,694000.0,5.0,4,1,9,10,13,18.6,114.7,86,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,16.0,0,4081.83,6159.0
1468,7.0,47000,0,2,206,2018,5449,627,4700000.0,2.0,1,0,9,10,13,17.9,400.0,9,236.0,2143.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4656.0,1890.0,1639.0,2873,1621.0,1617.0,1954.0,2505.0,9,9.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,18.0,0,2901.893989,4334.0
1470,2.0,94926,1,1,179,2017,4177,1766,637000.0,2.0,1,1,9,10,13,25.2,190.0,116,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1478.635627,1479.284494,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.8,19.0,5.0,204.0,15.66402379,0,2101.893989,4135.0
1471,2.0,119487,1,1,90,2012,1642,149,365000.0,3.0,4,1,9,10,13,17.0,178.9265066,57,278.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3940.0,1710.0,1505.0,"2,525",1505.0,1503.0,1020.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,3620.882197,5418.155665
1472,7.0,126000,1,1,126,2019,3463,1540,825000.0,5.0,1,1,9,10,13,15.96,195.0,138,328.0,2523.0,4.0,2.0,8.0,6.0,51.37463617,12.45229249,5.0,1.0,4107.0,1745.0,1880.0,2680,1478.635627,1479.284494,1450.0,1670.523356,5,16.0,7.0,6.0,5.01860252,5.0,7.0,174.018972,30.3,26.0,5.0,690.0,15.66402379,0,2262.1,3356.0
1473,8.0,70332,1,1,296,2017,1882,328,645000.0,2.0,1,1,9,10,13,21.66,250.0,57,381.0,1498.0,4.0,4.0,3.0,4.0,85.0,12.45229249,5.0,1.0,3995.0,1682.0,1483.0,2470,1460.0,1479.284494,1163.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,11.64,26.0,4.0,330.0,15.0,0,3108.62,4131.0
1474,2.0,37950,1,1,172,2017,5552,86,585000.0,5.0,4,1,9,10,13,20.89,113.0,57,51.0,1197.0,4.0,4.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3700.0,1690.0,1595.0,2435,1478.635627,1479.284494,835.0,1670.523356,5,12.0,5.0,2.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,260.0,15.66402379,0,4281.8,6135.0
1475,2.0,38100,1,1,90,2019,7473,861,835000.0,2.0,4,1,9,10,13,18.6,178.9265066,116,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1140.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,285.0,16.0,0,4081.86,6136.0
1476,7.0,156039,1,2,285,2012,2253,741,1649000.0,2.0,1,1,9,10,13,12.55,343.0,9,205.0,2982.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4705.0,1840.0,1850.0,2750,1540.0,1540.0,1970.0,2510.0,5,4.0,7.0,6.0,5.01860252,22.0,7.0,174.018972,9.6,26.0,5.0,296.0,17.0,0,3568.5,3731.0
1477,8.0,56000,1,2,177,2008,4257,2082,330000.0,5.0,4,1,9,10,13,15.0,145.0,110,278.0,1586.0,4.0,4.0,3.0,49.0,96.0,12.45229249,1.0,1.0,4490.0,1735.0,1570.0,2500,1500.0,1495.0,1200.0,1670.523356,5,11.52548098,5.0,6.0,5.01860252,22.0,7.0,177.0,12.79590584,23.0,4.0,505.0,16.0,0,3620.882197,5415.155665
1478,2.0,42000,1,2,61,2014,1188,1504,425000.0,2.0,4,1,9,10,13,19.4,109.0,138,475.0,1198.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3610.0,1680.0,1500.0,2345,1480.0,1465.0,925.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.5,26.0,5.0,175.0,15.66402379,0,4586.8,6133.0
1479,2.0,93003,1,1,90,2018,5695,208,750000.0,2.0,1,1,9,10,13,22.54,219.7,110,418.0,1396.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1515.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.9,13.0,5.0,295.0,16.0,0,2838.73,4133.0
1480,2.0,36000,0,2,77,2017,1523,864,675000.0,2.0,4,0,9,10,13,18.9,114.0,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,4,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,0,4101.893989,6134.0
1482,5.0,20687,1,1,164,2015,4025,763,415000.0,2.0,4,1,8,10,13,15.37,101.0,57,278.0,1196.0,4.0,4.0,3.0,53.0,51.37463617,9.9,1.0,1.0,3675.0,1475.0,1800.0,2350,1280.0,1290.0,943.0,1540.0,5,16.0,7.0,5.0,5.01860252,22.0,7.0,174.018972,15.7,19.0,5.0,540.0,15.66402379,1,3101.893989,6271.0
