,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
6113,2.0,50000,1,1,184,2018,4310,1823,390000.0,5.0,4,1,9,10,13,20.51,90.0,55,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,885.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,4,3567.04,6426.0
6114,2.0,40000,0,1,184,2016,4319,790,350000.0,5.0,4,0,9,10,13,20.51,90.0,86,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,890.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,4,3601.893989,6242.030234
6115,2.0,60000,1,1,238,2021,7429,1457,450000.0,5.0,4,1,9,10,13,22.3,72.0,86,344.0,799.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,710.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,16.0,26.0,5.0,279.0,15.66402379,4,4303.26,5853.0
6116,2.0,70000,1,2,179,2014,4176,1233,450000.0,5.0,1,1,8,10,13,25.2,190.0,86,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1478.635627,1479.284494,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,23.0,8.0,174.018972,14.8,19.0,5.0,204.0,15.66402379,4,2101.893989,4226.0
6118,8.0,96330,0,1,17,2017,5871,749,2990000.0,2.0,1,0,9,10,13,18.12,400.0,57,236.0,1995.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4907.0,2102.0,1464.0,2968,1600.0,1627.0,1550.0,1670.523356,8,16.0,5.0,6.0,5.6,22.0,25.0,231.0,7.7,26.0,4.0,520.0,18.0,4,2601.893989,4252.0
6119,2.0,81040,1,2,179,2015,4164,1765,446000.0,4.0,1,1,9,10,13,25.2,190.0,116,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1478.635627,1479.284494,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.8,19.0,5.0,204.0,15.66402379,4,2101.893989,4253.0
6120,2.0,112625,0,1,300,2018,1941,1156,672000.0,4.0,4,0,9,10,13,17.21,175.0,110,393.0,1197.0,4.0,4.0,3.0,23.0,55.0,12.45229249,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1109.0,1580.0,7,12.0,5.0,6.0,5.01860252,5.0,7.0,177.22,10.61,26.0,5.0,280.0,16.0,4,4203.5,5215.0
6121,2.0,58374,1,1,77,2018,6294,105,500000.0,2.0,4,1,9,10,13,18.9,178.9265066,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1140.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,151.63,13.21,13.0,5.0,256.0,15.66402379,4,4081.86,6216.0
6122,2.0,31733,1,2,77,2014,1542,850,409000.0,4.0,4,1,9,10,13,18.9,114.0,86,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,4,4101.893989,6226.0
6123,2.0,49616,1,1,157,2019,3967,200,759000.0,6.0,1,1,9,10,13,27.39,190.0,138,220.0,1248.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,975.0,1430.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,4,2101.893989,4253.0
6124,8.0,70000,1,1,63,2018,5626,2114,825000.0,5.0,4,1,9,10,13,17.4,145.0,86,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1490.0,1480.0,1061.0,1436.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,189.0,9.64,26.0,4.0,510.0,15.0,4,4717.6,6853.0
6125,8.0,68000,1,1,163,2016,4012,2024,670000.0,2.0,1,1,9,10,13,26.21,200.0,14,215.0,1248.0,4.0,4.0,3.0,4.0,15.0,10.1,5.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1105.0,1585.0,5,12.0,5.0,6.0,5.01860252,24.0,7.0,174.018972,15.0,23.0,4.0,510.0,16.0,4,1838.5,4253.0
6127,7.0,50000,1,2,50,2015,885,342,600000.0,5.0,4,1,9,10,13,15.85,140.0,86,396.0,1499.0,4.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3999.0,1765.0,1708.0,2520,1519.0,1524.0,1200.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,16.0,26.0,5.0,346.0,15.66402379,4,4510.4,6526.0
6128,8.0,120000,1,2,75,2014,1473,931,600000.0,5.0,1,1,9,10,13,22.7,259.87,86,446.0,1582.0,4.0,4.0,3.0,6.0,120.0,17.3,5.0,1.0,4530.0,1775.0,1470.0,2700,1569.0,1582.0,1329.0,1640.0,6,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,10.2,26.0,4.0,420.0,16.0,4,2876.24,4228.0
6130,2.0,49580,1,1,66,2010,1355,1486,325000.0,2.0,4,1,9,10,13,16.0,178.9265066,9,365.0,1198.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3900.0,1695.0,1535.0,2500,1490.0,1475.0,1055.0,1670.523356,Five  Manual Transmission Gearbox,19.0,5.0,6.0,5.01860252,5.0,7.0,165.0,11.2,26.0,5.0,402.7427254,15.0,4,3620.882197,5513.155665
6131,7.0,56031,1,2,147,2017,8164,1440,1195000.0,5.0,1,1,9,10,13,16.0,330.0,138,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1655.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,17.0,4,2901.893989,3969.0
6134,2.0,24590,1,1,184,2018,4322,1839,410000.0,5.0,4,1,9,10,13,20.51,90.0,138,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,890.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,4,3567.04,6453.0
6135,2.0,20000,1,1,157,2022,6777,1005,700000.0,5.0,4,1,9,10,13,21.01,113.0,86,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,1211.483843,1340.0,5,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,4,4281.8,6236.0
6136,2.0,70456,1,1,90,2013,1654,1643,325000.0,2.0,4,1,9,10,13,18.5,113.7,57,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1710.0,1505.0,2525,1505.0,1503.0,1040.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,4,4082.85,6226.0
6138,2.0,120000,1,1,90,2013,1654,1643,311000.0,5.0,4,1,9,10,13,18.5,113.7,86,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1710.0,1505.0,2525,1505.0,1503.0,1040.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,4,4082.85,6214.0
6139,8.0,50889,1,2,86,2016,1781,374,701000.0,5.0,1,1,9,10,13,23.9,259.9,116,427.0,1582.0,4.0,4.0,3.0,6.0,89.0,17.3,5.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1270.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.62,13.0,4.0,465.0,16.0,4,2876.2,4226.0
6141,7.0,10200,0,1,206,2019,4650,661,5400000.0,2.0,4,0,9,10,13,11.5,370.0,138,344.0,1991.0,4.0,4.0,3.0,35.26919603,51.37463617,12.45229249,1.0,1.0,4656.0,1890.0,1639.0,2873,1621.0,1617.0,1871.0,2400.0,9,9.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,6.5,31.0,5.0,550.0,18.0,4,3620.882197,5536.155665
6142,2.0,55890,1,1,77,2014,1542,850,349000.0,2.0,4,1,9,10,13,18.9,114.0,116,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,4,4101.893989,6226.0
6143,2.0,81984,1,2,66,2016,1341,171,475000.0,4.0,4,1,9,10,13,18.7,110.0,116,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1042.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,4,4888.7,6226.0
6144,2.0,70123,1,2,61,2014,1188,1504,290000.0,2.0,4,1,9,10,13,19.4,109.0,138,475.0,1198.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3610.0,1680.0,1500.0,2345,1480.0,1465.0,925.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.5,26.0,5.0,175.0,15.66402379,4,4586.8,6226.0
6145,2.0,60000,1,1,238,2021,7429,1457,445000.0,5.0,4,1,9,10,13,22.3,72.0,86,344.0,799.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,710.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,16.0,26.0,5.0,279.0,15.66402379,4,4303.26,5853.0
6147,2.0,110000,1,3,154,2010,3903,1290,150000.0,5.0,4,1,9,10,13,19.7,62.0,86,278.0,796.0,3.0,4.0,8.0,49.0,10.0,12.45229249,1.0,1.0,3495.0,1475.0,1460.0,2360,1295.0,1290.0,705.0,1140.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,12.0,4,3046.3,6442.030234
6148,8.0,40000,1,1,163,2019,6551,1008,690000.0,5.0,4,1,9,10,13,21.56,138.0,86,479.0,1462.0,4.0,4.0,3.0,49.0,48.0,12.45229249,1.0,1.0,4490.0,1730.0,1485.0,2650,1478.635627,1479.284494,1045.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,23.0,4.0,510.0,15.0,4,4503.25,6253.0
6149,7.0,90000,1,1,285,2018,5503,603,3000000.0,5.0,1,1,9,10,13,14.24,420.0,138,9.0,2755.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4795.0,1855.0,1835.0,2745m,1478.635627,1479.284494,2360.0,1670.523356,6,16.0,7.0,6.0,5.01860252,22.0,25.0,174.018972,12.79590584,26.0,5.0,402.7427254,17.0,4,2774.5,3616.0
6150,2.0,50000,1,1,238,2017,5375,28,360000.0,5.0,4,1,9,10,13,23.01,91.0,86,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,155.8,13.9,26.0,5.0,300.0,15.66402379,4,4351.893989,5726.0
6151,8.0,50000,0,1,180,2020,7080,796,750000.0,5.0,4,0,9,10,13,21.21,113.0,138,291.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1735.0,1515.0,2450,1530.0,1520.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.6,26.0,4.0,378.0,15.0,4,4281.8,6242.030234
6153,2.0,120000,1,2,300,2016,6005,330,425000.0,5.0,1,1,9,10,13,20.14,230.0,86,381.0,1498.0,4.0,4.0,3.0,23.0,79.0,16.5,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1211.483843,1620.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,16.1,26.0,5.0,280.0,16.0,4,2601.893989,4435.0
6154,8.0,120000,1,2,63,2011,1245,304,320000.0,5.0,4,1,9,10,13,17.0,178.9265066,86,278.0,1497.0,4.0,4.0,8.0,32.0,51.37463617,12.45229249,1.0,1.0,4420.0,1695.0,1480.0,2550,1478.635627,1479.284494,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,506.0,15.0,4,3620.882197,5509.155665
6155,2.0,90000,1,2,77,2019,5600,75,500000.0,5.0,1,1,9,10,13,24.0,178.9265066,138,422.0,1186.0,3.0,4.0,3.0,6.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.21,13.0,5.0,256.0,14.0,4,2323.97,4242.030234
6156,8.0,100000,1,2,305,2014,2011,1024,435000.0,5.0,1,1,9,10,13,20.54,250.0,86,203.0,1598.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4384.0,1699.0,1466.0,2552,1478.635627,1479.284494,1220.0,1760.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,480.0,15.0,4,2603.6,4606.0
6157,8.0,70705,0,1,200,2015,4576,1070,2750000.0,2.0,1,0,9,10,13,15.0,500.0,138,276.0,2143.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4879.0,2071.0,1474.0,2874,1598.0,1614.0,1800.0,2280.0,7,16.0,5.0,6.0,5.01860252,22.0,21.0,174.018972,7.5,26.0,4.0,540.0,17.0,4,1901.893989,4429.0
6158,8.0,75000,1,1,180,2014,4227,1767,525000.0,2.0,1,1,9,10,13,19.3,190.0,116,278.0,1248.0,4.0,4.0,3.0,4.0,16.0,17.6,5.0,1.0,4160.0,1690.0,1530.0,2390,1470.0,1480.0,1105.0,1670.523356,5,0.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,464.0,14.0,4,2073.9,4253.0
6159,2.0,17587,1,1,39,2020,7846,31,362000.0,4.0,4,1,9,10,13,21.7,178.9265066,116,12.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3435.0,1574.0,1546.0,2348,1478.635627,1479.284494,750.0,1670.523356,5-,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,33.0,5.0,222.0,15.66402379,4,4317.05,5766.0
6160,2.0,27153,1,2,81,2019,6668,853,455000.0,2.0,4,1,9,10,13,20.3,99.0,138,30.0,1086.0,4.0,3.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3610.0,1645.0,1560.0,2400,1463.0,1481.0,990.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,235.0,15.66402379,4,3620.882197,5745.0
6162,8.0,104243,1,1,180,2012,4227,1767,380000.0,2.0,1,1,9,10,13,19.3,190.0,86,278.0,1248.0,4.0,4.0,3.0,4.0,16.0,17.6,5.0,1.0,4160.0,1690.0,1530.0,2390,1470.0,1480.0,1105.0,1670.523356,5,0.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,464.0,14.0,4,2073.9,4226.0
6163,8.0,25791,0,1,63,2017,1217,2096,851000.0,2.0,4,0,9,10,13,18.0,145.0,138,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,4,4717.3,6826.0
6164,7.0,120000,1,2,285,2010,2263,640,815000.0,5.0,1,1,9,10,13,11.5,343.0,86,178.0,2982.0,4.0,4.0,3.0,15.0,51.37463617,12.45229249,5.0,1.0,4695.0,1840.0,1850.0,2750,1540.0,1540.0,1955.0,2510.0,5,4.0,7.0,6.0,5.01860252,22.0,16.0,174.018972,9.6,26.0,5.0,402.7427254,17.0,4,3620.882197,5509.155665
6165,8.0,70000,0,2,99,2013,5006,531,1400000.0,5.0,1,0,9,10,13,16.36,450.0,110,237.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4961.0,1877.0,1460.0,2909,1559.0,1605.0,1780.0,2320.0,8,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,8.5,26.0,4.0,540.0,20.0,4,2187.7,3742.030234
6168,7.0,120000,1,2,147,2012,7923,1890,330000.0,5.0,1,1,9,10,13,15.1,330.0,86,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1685.0,2450.0,6,9.0,7.0,6.0,5.01860252,7.0,4.0,175.0,12.5,27.0,5.0,402.7427254,17.0,4,2901.893989,3992.030234
6171,7.0,80000,1,1,69,2018,5670,2106,650000.0,5.0,1,1,9,10,13,25.5,200.0,8,471.0,1498.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1198.0,1670.523356,6,12.0,5.0,1.0,5.01860252,22.0,7.0,176.0,12.43,26.0,5.0,402.7427254,16.0,4,1848.6,3826.0
6173,4.0,120000,1,2,289,2007,2308,572,300000.0,5.0,1,1,9,10,13,12.8,20.4,116,278.0,2494.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4580.0,1770.0,1755.0,"2,750",1510.0,1510.0,1670.0,2300.0,5,11.52548098,8.0,6.0,5.01860252,22.0,7.0,151.0,12.79590584,26.0,5.0,402.7427254,15.0,4,3620.882197,5516.155665
6175,8.0,70000,0,2,63,2016,1217,2096,650000.0,5.0,4,0,9,10,13,18.0,145.0,86,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,4,4717.3,6826.0
6178,7.0,9106,1,1,101,2019,6874,498,1890000.0,2.0,1,1,9,10,13,17.1,350.0,138,124.0,1956.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4395.0,1818.0,1640.0,2636,1478.635627,1479.284494,1211.483843,1670.523356,6,5.0,5.0,8.0,5.01860252,5.0,6.0,174.018972,12.79590584,6.0,5.0,408.0,15.66402379,4,2601.893989,3965.0
6179,8.0,90239,1,1,59,2019,6423,1802,579000.0,5.0,4,1,9,10,13,19.5,110.0,138,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3995.0,1695.0,1501.0,2470,1478.635627,1479.284494,924.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,402.7427254,14.0,4,4888.76,6253.0
6180,2.0,31608,1,2,74,2014,1500,6,298000.0,2.0,4,1,9,10,13,20.3,94.14,138,318.0,998.0,3.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3515.0,1550.0,1510.0,2380,1386.0,1368.0,910.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,13.0,5.0,215.0,15.66402379,4,3568.05,6416.0
6181,8.0,58740,1,1,59,2019,6415,1508,595000.0,5.0,4,1,9,10,13,19.5,110.0,14,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3995.0,1695.0,1501.0,2470,1478.635627,1479.284494,917.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,420.0,15.66402379,4,4888.76,6216.0
6182,2.0,73398,1,2,90,2018,5699,151,544000.0,4.0,4,1,9,10,13,18.6,114.7,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,15.66402379,4,4081.83,6231.0
6183,8.0,29393,0,1,163,2019,6555,834,895000.0,4.0,4,0,9,10,13,20.28,138.0,8,479.0,1462.0,4.0,4.0,3.0,49.0,48.0,12.45229249,1.0,1.0,4490.0,1730.0,1485.0,2650,1478.635627,1479.284494,1105.0,1670.523356,4,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,23.0,4.0,510.0,16.0,4,4503.25,6253.0
6184,2.0,100000,1,2,300,2016,6005,330,425000.0,5.0,1,1,9,10,13,20.14,230.0,86,381.0,1498.0,4.0,4.0,3.0,23.0,79.0,16.5,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1211.483843,1620.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,16.1,26.0,5.0,280.0,16.0,4,2601.893989,4442.030234
6185,8.0,150000,1,2,68,2008,1378,550,244000.0,5.0,4,1,9,10,13,12.8,222.0,86,231.0,2354.0,4.0,4.0,3.0,68.0,51.37463617,12.45229249,1.0,1.0,4950.0,1845.0,1475.0,2800,1585.0,1585.0,1500.0,1670.523356,5,12.0,5.0,6.0,5.01860252,16.0,21.0,174.018972,12.79590584,26.0,4.0,402.7427254,16.0,4,4477.6,6726.0
6186,7.0,150000,1,1,285,2013,2251,738,1555000.0,5.0,1,1,9,10,13,13.0,343.0,86,205.0,2982.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4705.0,1840.0,1850.0,2750,1540.0,1540.0,1880.0,2505.0,5,12.0,7.0,6.0,5.01860252,22.0,7.0,174.018972,9.6,26.0,5.0,296.0,17.0,4,3568.5,3832.0
6187,8.0,40000,0,2,4,2013,56,511,1450000.0,5.0,1,0,9,10,13,17.68,380.0,86,382.0,1968.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4915.0,2086.0,1455.0,2912,1627.0,1618.0,1660.0,2165.0,8,12.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,8.2,26.0,4.0,530.0,17.0,4,2674.33,4442.030234
6188,2.0,30000,0,2,238,2019,8707,29,370000.0,5.0,4,0,9,10,13,23.01,91.0,8,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,750.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,155.8,13.9,26.0,5.0,300.0,15.66402379,4,4351.893989,5743.0
6190,2.0,65000,1,2,238,2016,5375,28,290000.0,2.0,4,1,9,10,13,23.01,91.0,138,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,155.8,13.9,26.0,5.0,300.0,15.66402379,4,4351.893989,5728.0
6192,4.0,120000,1,2,289,2007,2308,572,285000.0,5.0,1,1,9,10,13,12.8,20.4,116,278.0,2494.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4580.0,1770.0,1755.0,"2,750",1510.0,1510.0,1670.0,2300.0,5,11.52548098,8.0,6.0,5.01860252,22.0,7.0,151.0,12.79590584,26.0,5.0,402.7427254,15.0,4,3620.882197,5525.185899
6193,2.0,30000,1,1,157,2019,3970,69,650000.0,5.0,4,1,9,10,13,21.4,115.0,86,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,1211.483843,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,4,4083.1,6232.0
6195,2.0,81000,1,1,90,2017,1605,1339,575000.0,2.0,1,1,9,10,13,22.54,219.7,57,419.0,1396.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1515.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.9,13.0,5.0,295.0,15.66402379,4,2838.73,4226.0
6196,8.0,120000,1,1,63,2008,1290,1171,170000.0,5.0,4,1,9,10,13,17.7,12.7,86,278.0,1497.0,4.0,2.0,11.0,68.0,38.0,10.5,1.0,1.0,4390.0,1695.0,1495.0,2450,1478.635627,1479.284494,1060.0,1670.523356,5,11.52548098,5.0,6.0,5.01860252,22.0,7.0,173.0,12.79590584,26.0,4.0,500.0,14.0,4,3620.882197,5525.185899
6198,2.0,33236,0,2,90,2019,6813,866,753000.0,6.0,4,0,9,10,13,17.4,178.9265066,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,151.11,16.18,13.0,5.0,285.0,16.0,4,4081.86,6253.0
6199,2.0,50000,0,2,77,2014,1543,806,425000.0,5.0,4,0,9,10,13,18.9,113.75,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,4,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.9,26.0,5.0,256.0,15.66402379,4,4081.86,6242.030234
6200,2.0,47214,1,1,157,2019,3962,85,587000.0,2.0,4,1,9,10,13,21.4,115.0,86,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,870.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,4,4083.1,6253.0
6202,8.0,30000,1,2,59,2018,1161,1061,530000.0,5.0,4,1,8,10,13,17.8,109.0,86,476.0,1198.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,940.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,4,4586.7,6226.0
